HospitalCode,OverallRating,Mortality,PatientExperience,Readmission,TimelinessOfCare,EffectivenessOfCare
271337,NULL,NULL,NULL,NULL,1,NULL
271338,NULL,NULL,NULL,NULL,1,NULL
271339,NULL,NULL,NULL,NULL,NULL,NULL
271340,3,0,0,0,NULL,NULL
271341,NULL,NULL,NULL,NULL,NULL,NULL
271342,NULL,NULL,NULL,NULL,0,NULL
271343,4,0,1,1,1,NULL
271344,4,0,1,-1,1,0
271345,3,0,NULL,0,1,NULL
271346,NULL,NULL,NULL,NULL,1,NULL
271347,4,0,0,1,0,0
274004,NULL,NULL,NULL,NULL,NULL,NULL
274086,NULL,NULL,NULL,NULL,NULL,NULL
280003,4,-1,1,1,-1,0
280009,3,0,0,1,1,0
280013,4,0,1,0,0,0
280020,3,-1,-1,1,-1,0
280023,2,0,-1,1,1,0
280032,4,0,1,1,1,0
280040,4,0,1,1,1,0
280060,4,1,-1,1,0,0
280061,1,0,-1,1,-1,0
280065,3,0,-1,0,1,0
280077,4,0,0,1,1,0
280081,4,0,-1,1,1,0
280105,5,0,1,1,1,0
280111,4,0,1,1,1,0
280125,3,0,0,-1,1,0
280127,NULL,NULL,1,NULL,NULL,NULL
280128,5,0,1,1,NULL,NULL
280129,NULL,NULL,1,NULL,NULL,NULL
280130,4,0,0,1,1,0
280131,NULL,NULL,1,NULL,NULL,NULL
280132,4,0,1,0,1,0
280133,NULL,NULL,1,NULL,NULL,NULL
280134,3,0,1,0,1,0
281300,NULL,NULL,NULL,NULL,1,NULL
281301,4,NULL,1,0,1,NULL
281302,NULL,NULL,NULL,NULL,0,NULL
281303,NULL,NULL,NULL,NULL,0,NULL
281304,4,0,NULL,1,1,NULL
281305,NULL,NULL,NULL,NULL,1,NULL
281306,NULL,NULL,NULL,NULL,0,NULL
281307,NULL,NULL,NULL,NULL,1,NULL
281308,NULL,NULL,NULL,NULL,1,NULL
281309,NULL,NULL,NULL,NULL,0,NULL
281310,NULL,NULL,NULL,NULL,0,NULL
281311,NULL,NULL,NULL,NULL,0,NULL
281312,NULL,NULL,NULL,NULL,1,NULL
281313,3,NULL,NULL,0,1,NULL
281314,NULL,NULL,NULL,NULL,1,NULL
281315,5,0,1,0,1,NULL
281316,NULL,NULL,NULL,NULL,1,NULL
281318,NULL,NULL,NULL,NULL,0,NULL
281319,4,NULL,NULL,0,1,NULL
281320,3,NULL,NULL,0,1,NULL
281321,NULL,NULL,NULL,NULL,1,NULL
281322,4,NULL,1,0,1,NULL
281323,NULL,NULL,NULL,NULL,0,NULL
281324,NULL,NULL,NULL,1,1,NULL
281325,NULL,NULL,NULL,NULL,NULL,NULL
281326,NULL,NULL,NULL,NULL,1,NULL
281327,NULL,NULL,NULL,0,1,NULL
281328,NULL,NULL,NULL,0,1,NULL
281329,3,0,1,-1,1,NULL
281330,NULL,NULL,NULL,NULL,NULL,NULL
281331,NULL,NULL,NULL,1,NULL,NULL
281332,4,NULL,1,0,1,NULL
281333,NULL,NULL,NULL,NULL,NULL,NULL
281334,5,0,1,1,1,NULL
281335,NULL,NULL,NULL,0,1,NULL
281336,3,0,1,-1,1,NULL
281338,4,NULL,NULL,1,1,NULL
281339,3,0,1,-1,1,NULL
281340,NULL,NULL,NULL,NULL,1,NULL
281341,4,0,0,1,1,NULL
281342,3,NULL,NULL,0,1,0
281343,NULL,NULL,NULL,0,1,NULL
281344,3,NULL,0,0,0,NULL
281345,4,NULL,1,1,1,NULL
281346,NULL,NULL,NULL,NULL,1,NULL
281347,NULL,NULL,NULL,NULL,1,NULL
281348,NULL,NULL,NULL,0,NULL,NULL
281349,4,0,NULL,0,1,NULL
281350,NULL,NULL,NULL,NULL,1,NULL
281351,NULL,NULL,NULL,NULL,1,NULL
281352,4,0,1,-1,1,NULL
281353,3,0,NULL,0,1,NULL
281354,NULL,NULL,NULL,NULL,1,NULL
281355,NULL,0,NULL,0,NULL,NULL
281356,4,NULL,1,0,0,NULL
281357,3,0,NULL,1,1,NULL
281358,NULL,NULL,NULL,NULL,1,NULL
281359,NULL,NULL,NULL,NULL,1,NULL
281360,4,0,1,-1,1,NULL
281361,4,NULL,0,0,1,NULL
281362,5,0,1,1,NULL,NULL
281363,2,-1,1,-1,1,NULL
281364,4,0,1,1,1,0
281365,3,0,NULL,0,1,NULL
283300,NULL,NULL,NULL,NULL,NULL,NULL
283301,NULL,NULL,NULL,NULL,NULL,NULL
284003,NULL,NULL,NULL,NULL,NULL,NULL
284009,NULL,NULL,NULL,NULL,NULL,NULL
290001,2,-1,0,1,-1,0
290003,1,-1,-1,-1,-1,1
290005,3,0,-1,-1,-1,0
290007,1,0,-1,-1,-1,0
290008,3,0,-1,1,0,0
290009,5,1,-1,1,1,0
290012,2,0,-1,-1,-1,0
290019,4,0,0,1,0,0
290021,1,0,-1,-1,-1,0
290022,1,0,-1,-1,-1,0
290032,4,0,0,-1,1,0
290039,3,1,-1,-1,-1,0
290041,1,0,-1,-1,0,0
290042,NULL,NULL,NULL,NULL,NULL,NULL
290045,2,-1,-1,1,-1,0
290046,1,0,-1,-1,0,0
290047,2,0,-1,-1,1,0
290049,4,0,0,1,0,0
290053,2,0,0,-1,-1,0
290054,2,0,-1,-1,0,0
290056,NULL,NULL,-1,NULL,NULL,NULL
290057,3,0,0,-1,-1,0
290058,NULL,NULL,NULL,NULL,1,0
291300,NULL,NULL,NULL,0,1,NULL
291301,NULL,NULL,NULL,NULL,NULL,NULL
291302,NULL,0,NULL,0,NULL,NULL
291303,NULL,NULL,NULL,NULL,NULL,NULL
291304,NULL,NULL,NULL,NULL,0,NULL
291306,3,0,1,-1,1,NULL
291307,3,0,0,0,1,0
291308,3,0,-1,0,0,0
291309,NULL,NULL,NULL,0,0,NULL
291311,3,0,-1,0,1,NULL
291312,NULL,NULL,NULL,0,NULL,NULL
291313,3,0,0,0,1,0
291314,NULL,NULL,NULL,NULL,0,NULL
294000,NULL,NULL,NULL,NULL,NULL,NULL
294002,NULL,NULL,NULL,NULL,NULL,NULL
294003,NULL,NULL,NULL,NULL,NULL,NULL
294009,NULL,NULL,NULL,NULL,NULL,NULL
294010,NULL,NULL,NULL,NULL,NULL,NULL
294011,NULL,NULL,NULL,NULL,NULL,NULL
294012,NULL,NULL,NULL,NULL,NULL,NULL
294013,NULL,NULL,NULL,NULL,NULL,NULL
300001,4,0,0,-1,-1,0
300003,4,0,1,-1,-1,0
300005,3,-1,-1,1,0,-1
300011,2,0,0,-1,-1,0
300012,3,0,1,-1,-1,0
300014,3,0,1,-1,0,0
300017,2,0,-1,-1,0,0
300018,5,1,1,1,-1,0
300019,3,0,-1,0,-1,0
300020,3,1,0,-1,-1,0
300023,5,0,1,1,0,1
300029,3,0,-1,-1,1,1
300034,4,1,0,1,-1,0
301300,4,0,NULL,1,0,0
301301,3,NULL,0,-1,0,NULL
301302,4,0,1,1,0,0
301303,4,0,1,0,0,NULL
301304,4,0,1,0,1,NULL
301305,4,0,1,1,NULL,NULL
301306,3,0,NULL,0,0,0
301307,2,0,0,-1,0,NULL
301308,4,0,1,0,-1,NULL
301309,3,0,1,0,0,NULL
301310,3,0,0,1,0,0
301311,4,0,1,0,0,0
301312,5,0,1,1,-1,NULL
304000,NULL,NULL,NULL,NULL,NULL,NULL
304001,NULL,NULL,NULL,NULL,NULL,NULL
310001,3,1,0,0,-1,-1
310002,3,0,-1,-1,-1,0
310003,2,0,-1,-1,-1,0
310005,4,1,0,-1,-1,0
310006,3,0,-1,-1,0,0
310008,2,1,0,-1,-1,-1
310009,3,0,-1,1,-1,0
310010,3,0,1,-1,-1,0
310011,3,-1,0,0,-1,0
310012,4,0,1,1,0,0
310014,2,0,-1,-1,-1,1
310015,5,1,1,1,-1,0
310016,1,0,-1,-1,-1,0
310017,3,0,0,-1,-1,0
310019,1,0,-1,-1,-1,0
310021,2,0,-1,0,-1,0
310022,4,0,0,1,-1,0
310024,2,-1,-1,-1,-1,0
310025,2,0,-1,-1,-1,0
310027,1,0,-1,-1,-1,-1
310028,4,0,-1,1,-1,0
310029,4,0,-1,0,-1,0
310031,4,1,1,0,NULL,NULL
310032,1,0,0,-1,-1,-1
310034,3,0,-1,-1,0,0
310038,2,1,-1,-1,-1,0
310039,3,1,-1,-1,-1,0
310040,1,0,-1,-1,-1,0
310041,2,-1,-1,-1,-1,0
310044,2,0,0,-1,-1,0
310045,2,0,0,-1,-1,0
310047,2,0,0,-1,0,0
310048,3,0,-1,-1,-1,0
310050,5,1,-1,-1,0,0
310051,4,0,-1,1,-1,0
310052,3,0,-1,-1,-1,0
310054,3,1,-1,-1,-1,0
310057,2,0,-1,1,-1,0
310058,3,0,NULL,-1,-1,0
310060,4,1,0,-1,0,0
310061,2,0,-1,-1,-1,0
310064,3,1,0,-1,-1,0
310069,3,0,1,-1,0,0
310070,2,1,1,-1,0,0
310073,3,0,-1,-1,-1,0
310074,2,0,-1,-1,-1,-1
310075,3,0,1,-1,-1,1
310076,3,1,1,1,-1,0
310081,2,-1,-1,0,-1,0
310083,1,1,-1,-1,-1,-1
310084,3,0,0,-1,-1,0
310086,2,1,-1,-1,-1,0
310091,1,0,-1,-1,-1,0
310092,2,0,-1,-1,-1,0
310096,3,1,-1,-1,-1,0
310108,1,0,-1,-1,-1,0
310110,4,0,0,1,-1,0
310111,3,0,-1,1,-1,0
310112,2,0,-1,1,-1,0
310113,2,0,-1,1,-1,0
310115,1,0,-1,0,0,0
310118,2,0,-1,-1,-1,0
310119,1,0,-1,-1,-1,-1
310130,3,0,0,0,0,-1
313300,NULL,NULL,NULL,NULL,NULL,NULL
313302,NULL,NULL,NULL,NULL,NULL,NULL
314001,NULL,NULL,NULL,NULL,NULL,NULL
314005,NULL,NULL,NULL,NULL,NULL,NULL
314011,NULL,NULL,NULL,NULL,NULL,NULL
314012,NULL,NULL,NULL,NULL,NULL,NULL
314013,NULL,NULL,NULL,NULL,NULL,NULL
314016,NULL,NULL,NULL,NULL,NULL,NULL
314018,NULL,NULL,NULL,NULL,NULL,NULL
314019,NULL,NULL,NULL,NULL,NULL,NULL
314020,NULL,NULL,NULL,NULL,NULL,NULL
314021,NULL,NULL,NULL,NULL,NULL,NULL
314022,NULL,NULL,NULL,NULL,NULL,NULL
314023,NULL,NULL,NULL,NULL,NULL,NULL
314024,NULL,NULL,NULL,NULL,NULL,NULL
314027,NULL,NULL,NULL,NULL,NULL,NULL
320001,1,0,0,-1,-1,-1
320002,5,0,-1,1,-1,0
320003,3,0,0,-1,0,0
320004,3,0,-1,1,0,0
320005,3,0,-1,1,1,0
320006,3,0,-1,1,-1,0
320009,4,0,-1,1,-1,0
320011,4,0,0,1,0,-1
320016,4,0,1,1,0,0
320017,3,0,-1,1,-1,0
320018,2,0,-1,-1,-1,0
320021,3,0,0,1,-1,-1
320022,3,0,0,1,0,-1
320030,3,NULL,0,0,0,0
320033,3,0,-1,0,1,0
320038,2,0,-1,-1,-1,0
320057,NULL,NULL,NULL,NULL,NULL,NULL
320058,NULL,NULL,NULL,NULL,NULL,NULL
320059,2,NULL,-1,-1,NULL,0
320060,NULL,NULL,NULL,NULL,NULL,-1
320061,2,NULL,-1,-1,NULL,0
320062,NULL,NULL,NULL,NULL,NULL,NULL
320063,2,0,-1,1,0,0
320065,3,0,-1,1,0,0
320067,NULL,NULL,NULL,0,1,NULL
320070,NULL,NULL,NULL,NULL,NULL,NULL
320074,4,0,0,-1,0,0
320084,3,0,NULL,-1,0,-1
320085,1,0,-1,0,-1,0
320086,3,0,0,-1,0,0
320089,4,NULL,0,0,-1,0
320090,NULL,NULL,NULL,NULL,NULL,NULL
321300,NULL,0,NULL,0,NULL,NULL
321301,NULL,NULL,NULL,NULL,0,NULL
321302,NULL,NULL,NULL,NULL,0,NULL
321304,NULL,NULL,NULL,NULL,NULL,NULL
321305,5,0,1,1,0,NULL
321306,5,0,0,1,1,NULL
321307,3,0,NULL,0,0,NULL
321308,4,NULL,0,1,0,NULL
321309,2,0,0,-1,0,0
321310,4,0,0,1,-1,0
324010,NULL,NULL,NULL,NULL,NULL,NULL
324012,NULL,NULL,NULL,NULL,NULL,NULL
324013,NULL,NULL,NULL,NULL,NULL,NULL
324014,NULL,NULL,NULL,NULL,NULL,NULL
330003,2,0,-1,-1,-1,0
330004,2,0,-1,-1,-1,0
330005,2,-1,-1,0,-1,0
330006,1,0,-1,-1,-1,0
330008,3,0,0,-1,0,0
330009,1,0,-1,-1,-1,0
330011,3,0,-1,-1,0,0
330013,1,0,-1,-1,-1,-1
330014,1,0,-1,0,-1,-1
330019,NULL,NULL,NULL,NULL,NULL,NULL
330023,1,0,-1,-1,-1,0
330024,4,1,-1,1,-1,0
330027,1,0,-1,-1,-1,0
330028,1,0,-1,0,-1,-1
330030,2,0,0,-1,-1,0
330033,2,0,0,0,0,0
330043,3,0,-1,-1,-1,0
330044,1,-1,-1,-1,-1,0
330045,4,1,0,-1,-1,0
330046,4,1,-1,-1,-1,0
330047,3,-1,0,0,0,0
330049,4,0,1,-1,1,0
330055,2,1,-1,-1,-1,0
330056,1,0,-1,-1,-1,0
330057,2,1,-1,1,-1,0
330058,1,0,-1,-1,-1,0
330059,1,1,-1,-1,-1,0
330065,2,0,-1,0,0,0
330073,3,0,-1,1,0,0
330074,3,0,0,-1,-1,0
330078,2,0,0,1,-1,-1
330079,3,0,1,-1,0,0
330080,1,0,-1,-1,-1,-1
330084,1,0,-1,-1,1,0
330085,2,0,0,-1,-1,0
330086,2,0,0,-1,-1,0
330088,3,0,NULL,0,0,0
330090,2,0,-1,-1,-1,0
330094,1,0,-1,-1,-1,0
330096,1,-1,-1,-1,0,0
330100,NULL,NULL,NULL,NULL,NULL,NULL
330101,3,1,0,-1,-1,0
330102,3,0,0,0,-1,0
330103,2,-1,-1,-1,0,0
330104,2,1,-1,-1,-1,0
330106,3,1,0,-1,-1,0
330107,3,0,-1,0,-1,0
330108,NULL,NULL,NULL,NULL,0,0
330111,2,0,-1,-1,1,0
330115,3,0,1,0,0,0
330119,3,1,-1,-1,0,0
330125,1,1,-1,-1,-1,0
330126,4,1,-1,1,-1,0
330127,1,0,-1,-1,-1,-1
330128,1,0,-1,-1,-1,-1
330135,4,0,0,0,1,0
330136,1,0,-1,-1,0,0
330140,3,0,0,-1,-1,0
330141,1,1,-1,-1,-1,0
330144,4,NULL,NULL,0,0,0
330151,4,0,0,1,0,0
330153,1,-1,-1,1,-1,0
330157,3,0,-1,-1,-1,0
330158,1,0,-1,-1,-1,0
330160,1,1,-1,-1,-1,0
330162,2,1,1,-1,0,0
330163,1,-1,-1,-1,0,0
330164,3,0,1,-1,-1,0
330166,NULL,NULL,NULL,NULL,0,-1
330167,3,1,0,-1,-1,0
330169,2,1,-1,-1,-1,0
330175,3,1,-1,-1,0,0
330180,2,0,-1,0,-1,0
330181,4,0,0,1,-1,0
330182,5,1,1,1,-1,0
330184,2,0,-1,0,-1,0
330185,2,1,0,-1,-1,0
330188,3,0,-1,0,-1,0
330191,2,-1,0,1,-1,0
330193,1,-1,-1,-1,-1,0
330194,1,1,-1,-1,-1,0
330195,3,1,-1,-1,-1,-1
330196,1,0,-1,-1,-1,-1
330197,4,1,0,0,0,-1
330198,2,0,-1,-1,-1,0
330201,1,0,-1,-1,-1,0
330202,1,0,-1,-1,-1,-1
330203,1,0,-1,-1,-1,0
330204,1,0,-1,-1,-1,0
330205,3,0,1,-1,1,0
330208,3,1,0,0,-1,0
330211,4,0,0,1,0,0
330214,5,1,0,1,-1,1
330215,2,0,0,-1,0,0
330218,3,0,0,0,-1,0
330219,3,0,0,1,-1,-1
330221,1,0,-1,-1,-1,0
330222,4,0,1,1,-1,1
330223,3,0,-1,-1,0,0
330224,NULL,NULL,0,NULL,NULL,NULL
330226,2,0,0,-1,-1,0
330229,3,0,-1,1,0,0
330231,1,0,-1,-1,-1,-1
330232,3,0,NULL,0,NULL,0
330233,1,0,-1,-1,-1,-1
330234,1,0,-1,-1,-1,0
330235,1,0,-1,-1,-1,0
330236,3,1,-1,-1,-1,0
330238,2,0,-1,-1,0,0
330239,2,0,-1,1,-1,-1
330240,1,0,-1,-1,-1,0
330241,2,0,0,-1,-1,0
330245,1,0,-1,0,-1,0
330246,3,0,0,-1,-1,0
330250,4,0,1,0,-1,0
330259,1,0,-1,-1,-1,0
330261,4,0,1,1,-1,0
330264,3,0,-1,1,-1,1
330265,3,0,1,1,0,0
330267,3,0,1,-1,-1,0
330270,5,NULL,1,NULL,NULL,0
330273,4,0,1,-1,1,0
330276,3,0,0,0,0,0
330277,3,0,0,-1,0,0
330279,2,-1,-1,1,-1,0
330285,2,0,0,-1,-1,0
330286,1,0,-1,-1,-1,0
330304,3,0,1,-1,-1,0
330307,2,-1,0,1,-1,0
330331,3,0,-1,1,-1,0
330332,2,0,-1,-1,-1,0
330350,NULL,NULL,NULL,NULL,NULL,NULL
330385,2,NULL,-1,NULL,-1,-1
330386,2,0,-1,-1,-1,0
330387,NULL,NULL,NULL,NULL,NULL,NULL
330393,4,1,-1,-1,-1,0
330394,1,-1,-1,-1,-1,0
330395,1,-1,-1,-1,-1,0
330396,2,0,-1,-1,-1,0
330397,1,0,-1,0,-1,0
330401,1,1,-1,-1,-1,0
330403,NULL,NULL,NULL,NULL,NULL,NULL
330405,NULL,NULL,NULL,NULL,NULL,NULL
330406,NULL,NULL,NULL,NULL,NULL,NULL
330409,NULL,NULL,NULL,NULL,NULL,NULL
331301,NULL,NULL,NULL,NULL,1,NULL
331302,NULL,0,NULL,-1,NULL,NULL
331303,NULL,NULL,NULL,NULL,NULL,NULL
331304,NULL,NULL,NULL,NULL,NULL,NULL
331305,NULL,NULL,NULL,0,1,NULL
331307,NULL,NULL,NULL,NULL,NULL,NULL
331309,NULL,NULL,NULL,NULL,0,NULL
331310,3,0,NULL,-1,1,0
331311,NULL,NULL,NULL,NULL,NULL,NULL
331312,3,0,NULL,0,0,NULL
331313,NULL,NULL,NULL,-1,0,NULL
331314,3,0,0,0,1,0
331315,4,0,NULL,0,NULL,NULL
331316,4,0,1,0,1,0
331317,3,0,0,1,0,0
331318,NULL,NULL,NULL,NULL,NULL,NULL
331319,3,0,NULL,0,0,NULL
331320,NULL,NULL,NULL,NULL,NULL,0
333301,NULL,NULL,NULL,NULL,NULL,NULL
334001,NULL,NULL,NULL,NULL,NULL,NULL
334002,NULL,NULL,NULL,NULL,NULL,NULL
334003,NULL,NULL,NULL,NULL,NULL,NULL
334004,NULL,NULL,NULL,NULL,NULL,NULL
334009,NULL,NULL,NULL,NULL,NULL,NULL
334012,NULL,NULL,NULL,NULL,NULL,NULL
334013,NULL,NULL,NULL,NULL,NULL,NULL
334015,NULL,NULL,NULL,NULL,NULL,NULL
334020,NULL,NULL,NULL,NULL,NULL,NULL
334021,NULL,NULL,NULL,NULL,NULL,NULL
334022,NULL,NULL,NULL,NULL,NULL,NULL
334026,NULL,NULL,NULL,NULL,NULL,NULL
334027,NULL,NULL,NULL,NULL,NULL,NULL
334043,NULL,NULL,NULL,NULL,NULL,NULL
334045,NULL,NULL,NULL,NULL,NULL,NULL
334046,NULL,NULL,NULL,NULL,NULL,NULL
334048,NULL,NULL,NULL,NULL,NULL,NULL
334049,NULL,NULL,NULL,NULL,NULL,NULL
334052,NULL,NULL,NULL,NULL,NULL,NULL
334053,NULL,NULL,NULL,NULL,NULL,NULL
334054,NULL,NULL,NULL,NULL,NULL,NULL
334060,NULL,NULL,NULL,NULL,NULL,NULL
334061,NULL,NULL,NULL,NULL,NULL,NULL
334063,NULL,NULL,NULL,NULL,NULL,NULL
334064,NULL,NULL,NULL,NULL,NULL,NULL
334065,NULL,NULL,NULL,NULL,NULL,NULL
334066,NULL,NULL,NULL,NULL,NULL,NULL
340001,2,-1,-1,1,-1,0
340002,5,-1,0,1,-1,0
340003,5,0,0,1,-1,0
340004,4,0,-1,0,-1,0
340008,3,0,0,1,-1,0
340010,2,-1,-1,-1,-1,0
340013,3,0,-1,1,-1,0
340014,3,-1,0,1,0,0
340015,2,-1,-1,-1,1,0
340016,2,0,0,-1,0,0
340017,4,0,1,1,0,0
340020,2,0,-1,-1,-1,0
340021,3,-1,0,0,0,0
340023,5,0,1,1,0,-1
340024,3,0,0,1,-1,-1
340027,2,0,0,-1,-1,0
340028,3,1,-1,-1,-1,0
340030,4,0,1,1,-1,-1
340032,2,-1,-1,-1,0,0
340037,5,0,0,1,0,0
340039,3,0,-1,1,0,0
340040,2,-1,-1,-1,-1,0
340041,3,0,-1,1,0,0
340042,2,-1,-1,1,-1,0
340047,3,0,0,1,-1,0
340049,NULL,NULL,1,NULL,NULL,NULL
340050,3,1,-1,-1,0,-1
340051,5,0,0,1,0,0
340053,4,0,0,1,0,0
340060,2,-1,0,-1,-1,0
340061,3,-1,1,-1,-1,0
340064,4,0,0,0,0,0
340068,2,0,-1,0,0,0
340069,3,-1,1,1,-1,0
340070,3,-1,0,1,0,0
340071,4,0,-1,1,-1,1
340073,5,0,0,1,-1,0
340075,4,0,0,1,0,0
340084,NULL,NULL,NULL,NULL,0,0
340085,3,0,0,-1,-1,0
340087,4,0,1,0,0,0
340090,4,0,1,0,0,0
340091,5,0,0,1,-1,0
340096,3,0,1,0,0,0
340097,3,0,0,-1,0,0
340098,3,-1,-1,1,-1,0
340107,4,0,1,0,-1,0
340109,2,-1,0,0,0,-1
340113,3,-1,0,1,0,-1
340114,5,1,1,1,-1,0
340115,4,1,1,-1,0,0
340116,2,-1,-1,-1,-1,0
340119,2,0,-1,1,0,0
340120,4,0,0,-1,0,0
340123,2,0,-1,1,0,0
340126,2,-1,-1,-1,-1,0
340127,3,0,0,0,0,0
340129,2,0,-1,-1,1,0
340130,2,0,0,-1,0,0
340131,4,0,1,1,-1,0
340132,2,0,-1,-1,-1,0
340133,3,0,0,0,-1,0
340141,3,-1,1,1,-1,0
340142,2,-1,1,-1,0,0
340143,3,-1,1,1,1,0
340144,3,0,-1,1,0,0
340145,5,0,1,1,1,0
340147,1,-1,-1,-1,-1,-1
340148,NULL,NULL,1,NULL,NULL,NULL
340151,1,0,-1,-1,-1,0
340155,5,0,1,1,-1,0
340156,NULL,NULL,NULL,NULL,NULL,NULL
340158,2,-1,0,-1,1,0
340159,2,0,-1,-1,0,0
340166,4,0,0,1,-1,0
340168,NULL,NULL,NULL,NULL,NULL,NULL
340171,5,1,0,1,0,0
340173,3,0,0,1,0,0
340183,4,0,0,1,0,0
340184,4,0,0,1,0,0
340186,3,0,0,-1,-1,0
340187,5,NULL,1,1,1,0
340188,4,0,1,0,0,0
340190,NULL,NULL,NULL,NULL,NULL,NULL
341302,NULL,NULL,NULL,NULL,NULL,NULL
341303,NULL,NULL,NULL,NULL,1,NULL
341304,5,0,NULL,1,0,0
341305,NULL,NULL,NULL,0,0,NULL
341307,NULL,0,NULL,1,NULL,NULL
341311,NULL,NULL,1,NULL,0,NULL
341314,NULL,NULL,NULL,NULL,NULL,NULL
341315,3,0,NULL,0,-1,NULL
341316,4,NULL,NULL,0,1,0
341317,NULL,NULL,NULL,NULL,NULL,NULL
341318,3,0,NULL,-1,0,0
341319,4,0,1,1,1,0
341320,2,NULL,NULL,-1,1,NULL
341322,4,0,1,0,1,NULL
341323,3,0,NULL,0,1,NULL
341324,4,0,NULL,1,-1,0
341325,4,0,0,1,0,NULL
341326,3,0,0,1,0,0
341327,4,0,1,-1,1,NULL
341328,3,0,0,-1,-1,0
341329,4,0,1,0,1,0
344004,NULL,NULL,NULL,NULL,NULL,NULL
344007,NULL,NULL,NULL,NULL,NULL,NULL
344014,NULL,NULL,NULL,NULL,NULL,NULL
344016,NULL,NULL,NULL,NULL,NULL,NULL
344023,NULL,NULL,NULL,NULL,NULL,NULL
344025,NULL,NULL,NULL,NULL,NULL,NULL
344026,NULL,NULL,NULL,NULL,NULL,NULL
344027,NULL,NULL,NULL,NULL,NULL,NULL
344028,NULL,NULL,NULL,NULL,NULL,NULL
344029,NULL,NULL,NULL,NULL,NULL,NULL
344030,NULL,NULL,NULL,NULL,NULL,NULL
344031,NULL,NULL,NULL,NULL,NULL,NULL
350002,4,1,-1,1,0,0
350006,2,-1,-1,0,1,0
350011,2,0,-1,1,0,0
350015,2,0,-1,0,0,0
350019,2,0,-1,1,0,0
350063,NULL,NULL,NULL,-1,NULL,NULL
350064,NULL,NULL,NULL,NULL,NULL,NULL
350070,4,0,0,0,1,0
351300,NULL,NULL,NULL,NULL,NULL,NULL
351301,NULL,NULL,NULL,NULL,0,NULL
351302,NULL,NULL,NULL,NULL,NULL,NULL
351303,NULL,NULL,NULL,NULL,NULL,NULL
351304,NULL,NULL,NULL,NULL,NULL,NULL
351305,NULL,NULL,NULL,NULL,NULL,NULL
351306,NULL,NULL,NULL,NULL,NULL,NULL
351307,NULL,NULL,NULL,NULL,1,NULL
351308,NULL,NULL,NULL,NULL,0,NULL
351309,NULL,NULL,NULL,NULL,0,NULL
351310,NULL,NULL,NULL,NULL,NULL,NULL
351311,4,0,NULL,0,1,NULL
351312,NULL,NULL,NULL,NULL,1,NULL
351313,NULL,NULL,NULL,NULL,1,NULL
351314,NULL,NULL,NULL,NULL,0,NULL
351315,4,0,NULL,1,1,NULL
351316,NULL,NULL,NULL,NULL,NULL,NULL
351318,4,0,NULL,1,1,NULL
351319,3,0,NULL,0,1,NULL
351320,NULL,NULL,NULL,NULL,1,NULL
351321,NULL,NULL,NULL,0,1,NULL
351322,NULL,NULL,NULL,NULL,NULL,NULL
351323,NULL,NULL,NULL,NULL,1,NULL
351324,4,0,NULL,0,1,NULL
351325,NULL,NULL,NULL,NULL,1,NULL
351326,NULL,NULL,NULL,0,1,NULL
351327,NULL,NULL,NULL,0,1,NULL
351328,NULL,NULL,NULL,NULL,1,NULL
351329,NULL,NULL,NULL,NULL,NULL,NULL
351330,3,0,NULL,0,1,NULL
351331,NULL,NULL,NULL,NULL,1,NULL
351332,4,NULL,NULL,0,1,NULL
351333,4,0,NULL,1,1,0
351334,2,0,-1,0,NULL,NULL
351335,4,0,1,1,1,0
351336,4,0,0,1,NULL,NULL
354003,NULL,NULL,NULL,NULL,NULL,NULL
354004,NULL,NULL,NULL,NULL,NULL,NULL
354005,NULL,NULL,NULL,NULL,NULL,NULL
360001,4,1,0,1,0,0
360002,3,0,1,0,0,0
360003,2,0,-1,-1,-1,-1
360006,4,0,1,1,0,1
360008,3,0,1,-1,0,1
360009,2,0,0,1,0,0
360010,5,0,1,1,0,0
360011,3,0,-1,-1,1,0
360012,4,0,0,-1,0,0
360013,3,0,0,-1,0,0
360014,3,0,0,-1,0,0
360016,4,0,0,-1,-1,0
360017,2,0,-1,-1,-1,0
360020,3,0,-1,-1,-1,0
360025,4,0,0,1,1,0
360026,4,0,0,1,0,0
360027,4,1,-1,1,-1,-1
360029,3,0,0,-1,1,0
360032,4,0,0,1,1,0
360035,3,0,-1,-1,-1,0
360036,5,0,1,1,1,0
360037,4,0,0,1,1,0
360039,4,0,-1,1,1,0
360040,3,0,0,-1,0,0
360041,3,0,-1,-1,-1,-1
360044,5,0,0,1,1,0
360046,3,0,0,-1,1,0
360048,1,0,-1,-1,0,0
360051,4,0,-1,-1,1,0
360054,2,0,0,-1,1,0
360055,1,0,-1,-1,-1,0
360056,3,0,0,1,-1,0
360058,5,0,1,1,1,0
360059,2,0,-1,-1,-1,0
360064,3,1,-1,-1,-1,1
360065,4,0,1,1,1,0
360066,4,1,0,-1,0,0
360068,5,1,-1,1,1,0
360070,3,0,0,1,0,0
360071,3,0,0,1,1,0
360072,4,0,1,0,0,0
360075,4,0,0,0,-1,0
360076,4,0,0,1,0,1
360077,5,1,1,-1,0,0
360078,4,0,-1,0,-1,0
360079,4,0,1,1,-1,0
360080,1,0,-1,-1,1,0
360081,3,1,-1,0,1,0
360082,4,0,1,-1,1,0
360084,3,0,-1,1,0,0
