ID,NDC
233919,23391950
233921,23392102
234290,23429001
234307,23430703
234491,23449105
234554,23455405
234607,23460704
234857,23485745
234948,23494805
234953,23495302
234965,23496502
235206,23520630
235300,23530030
235301,23530101
235459,23545902
235494,23549401
235497,23549701
235501,23550101
235675,23567508
235703,23570308
235738,23573818
235773,23577305
235812,23581230
235853,23585318
235858,23585801
235861,23586111
235862,23586230
235869,23586910
235870,23587024
235885,23588512
235886,23588615
235887,23588717
235888,23588811
235901,23590118
235902,23590204
235904,23590412
235906,23590623
235990,23599060
235992,23599230
236002,23600201
236010,23601001
236011,23601160
236012,23601260
236013,23601360
236014,23601460
236015,23601560
236016,23601660
236017,23601760
236018,23601860
236019,23601960
236021,23602101
236022,23602201
236030,23603003
236082,23608210
236110,23611001
236111,23611101
236112,23611201
236113,23611301
236114,23611401
236115,23611501
236116,23611601
236118,23611803
236142,23614230
236145,23614501
236146,23614601
236147,23614730
236150,23615004
236151,23615108
236153,23615308
236465,23646510
236498,23649802
236501,23650102
236630,23663003
236634,23663401
237824,23782410
238335,23833503
238694,23869430
238842,23884205
239155,23915515
239156,23915615
239163,23916312
239177,23917705
239205,23920502
239211,23921103
239232,23923201
239236,23923630
239277,23927705
239321,23932103
239637,23963704
240654,24065401
240656,24065601
241596,24159601
242792,24279210
242794,24279410
244142,24414206
245150,24515010
245151,24515175
245401,24540131
245421,24542131
245501,24550110
245521,24552131
245745,24574502
245747,24574702
245761,24576101
245803,24580390
245804,24580405
245824,24582411
245837,24583701
245840,24584001
245841,24584101
245843,24584305
245844,24584401
245850,24585090
245851,24585130
245852,24585230
245855,24585530
245856,24585630
245860,24586001
245862,24586201
245869,24586900
245871,24587101
245901,24590100
245902,24590200
245903,24590300
245904,24590400
245908,24590801
245910,24591001
245914,24591401
245916,24591601
245918,24591801
245920,24592001
245922,24592201
245924,24592410
245925,24592500
245926,24592605
250061,25006131
250166,25016608
251001,25100131
251011,25101131
251021,25102131
251031,25103131
251041,25104131
251381,25138131
251411,25141134
251421,25142134
251451,25145120
251461,25146131
251515,25151501
251520,25152031
251525,25152531
251530,25153001
251710,25171001
251720,25172001
251821,25182131
251831,25183131
251861,25186131
251891,25189131
251901,25190131
251911,25191131
251942,25194234
252732,25273231
252742,25274231
252752,25275231
252762,25276231
263782,26378225
263783,26378335
263785,26378555
263786,26378665
263787,26378775
263821,26382125
263822,26382225
263824,26382425
263826,26382650
263828,26382850
263942,26394225
263944,26394425
263946,26394625
263948,26394825
291526,29152611
291527,29152722
312234,31223413
312235,31223513
312238,31223813
312247,31224713
312295,31229512
318655,31865510
318692,31869213
318693,31869312
318694,31869412
318715,31871510
318716,31871612
318718,31871813
318719,31871910
318725,31872510
318726,31872610
318736,31873612
318737,31873712
318739,31873912
318741,31874120
318742,31874214
318743,31874320
318744,31874410
318750,31875012
318751,31875112
318752,31875212
318753,31875303
318754,31875415
318755,31875515
318756,31875612
318757,31875712
318758,31875812
318759,31875912
318760,31876012
318765,31876504
321203,32120364
321206,32120601
321212,32121201
321224,32122401
323016,32301612
370022,37002207
370066,37006603
370241,37024130
370243,37024304
370245,37024506
370430,37043001
370431,37043101
370442,37044217
370678,37067896
371221,37122150
372001,37200101
372250,37225004
373500,37350001
374401,37440101
374801,37480170
376010,37601002
376050,37605030
376321,37632190
376820,37682004
376822,37682210
376823,37682315
376824,37682410
376830,37683015
376860,37686010
378110,37811006
378120,37812006
378130,37813006
378140,37814006
379001,37900105
390221,39022110
390222,39022210
390223,39022310
460749,46074905
460872,46087204
461065,46106505
461100,46110051
461101,46110181
461102,46110251
461103,46110381
461104,46110451
461105,46110511
461106,46110611
461107,46110711
461108,46110811
462575,46257512
490013,49001383
490014,49001483
490024,49002428
490050,49005001
490052,49005260
490054,49005460
490056,49005660
490058,49005860
490114,49011428
490116,49011628
490170,49017001
490174,49017402
490178,49017807
490420,49042010
490430,49043020
490520,49052083
490530,49053028
491203,49120310
492330,49233045
492340,49234005
492710,49271030
492720,49272030
492750,49275041
492760,49276041
492770,49277041
492780,49278041
493160,49316044
493170,49317030
493180,49318030
493190,49319038
493410,49341030
493420,49342030
493430,49343030
493440,49344019
493450,49345019
493500,49350079
493920,49392083
493960,49396060
493980,49398060
493990,49399060
494110,49411066
494120,49412066
494190,49419001
494900,49490030
494910,49491030
494960,49496030
510021,51002121
510022,51002221
510023,51002321
518425,51842530
518450,51845030
518462,51846230
520105,52010530
520106,52010630
520107,52010730
520108,52010830
520109,52010930
520110,52011030
520273,52027303
520301,52030151
520313,52031301
520315,52031510
520316,52031601
520326,52032601
520602,52060202
520603,52060302
524330,52433001
524364,52436401
524365,52436501
536232,53623202
536233,53623302
536871,53687100
537201,53720102
537202,53720202
537203,53720302
537680,53768032
538131,53813102
538132,53813202
538133,53813302
538134,53813402
538135,53813502
540002,54000285
540003,54000385
540007,54000713
540010,54001020
540011,54001120
540012,54001220
540017,54001720
540018,54001820
540019,54001920
540020,54002025
540021,54002125
540025,54002511
540028,54002821
540037,54003721
540044,54004421
540045,54004544
540046,54004641
540057,54005746
540062,54006258
540063,54006344
540064,54006447
540077,54007725
540079,54007928
540080,54008013
540084,54008425
540085,54008525
540088,54008813
540090,54009021
540091,54009121
540092,54009221
540097,54009720
540098,54009820
540099,54009920
540100,54010022
540101,54010122
540102,54010222
540106,54010625
540107,54010720
540108,54010820
540109,54010925
540110,54011025
540111,54011125
540112,54011225
540116,54011625
540117,54011725
540118,54011825
540119,54011925
540120,54012025
540121,54012125
540122,54012225
540123,54012322
540124,54012422
540125,54012522
540137,54013749
540140,54014025
540141,54014120
540142,54014225
540143,54014307
540163,54016325
540166,54016625
540176,54017613
540177,54017713
540188,54018813
540189,54018913
540199,54019959
540210,54021025
540211,54021125
540220,54022020
540221,54022120
540222,54022225
540223,54022320
540229,54022920
540230,54023025
540235,54023524
540236,54023624
540237,54023741
540238,54023849
540243,54024324
540244,54024424
540245,54024525
540248,54024812
540249,54024912
540250,54025022
540251,54025113
540252,54025213
540254,54025413
540255,54025513
540259,54025913
540264,54026424
540265,54026525
540271,54027121
540272,54027223
540273,54027313
540274,54027413
540275,54027513
540276,54027613
540278,54027803
540279,54027903
540283,54028325
540284,54028425
540288,54028813
540289,54028913
540290,54029013
540291,54029125
540292,54029225
540293,54029399
540295,54029513
540296,54029613
540319,54031950
540334,54033425
540338,54033819
540339,54033919
540347,54034716
540348,54034807
540349,54034925
540356,54035613
540357,54035713
540379,54037950
540382,54038225
540383,54038325
540386,54038663
540388,54038819
540389,54038925
540390,54039041
540391,54039168
540392,54039268
540393,54039344
540395,54039513
540400,54040013
540401,54040113
540404,54040441
540407,54040713
540413,54041313
540414,54041413
540415,54041525
540427,54042720
540428,54042820
540468,54046823
540469,54046923
540517,54051741
540520,54052021
540521,54052121
540526,54052621
540527,54052721
540542,54054218
540543,54054318
540544,54054418
540545,54054518
540546,54054618
540547,54054718
540551,54055124
540561,54056150
540603,54060313
540639,54063903
542526,54252625
542527,54252725
542531,54253125
543068,54306844
543090,54309036
543117,54311763
543120,54312041
543176,54317644
543177,54317757
543185,54318544
543188,54318863
543194,54319446
543270,54327099
543294,54329446
543298,54329863
543500,54350049
543505,54350547
543527,54352763
543532,54353244
543542,54354258
543545,54354563
543553,54355344
543555,54355563
543556,54355663
543566,54356699
543567,54356749
543721,54372144
543722,54372250
543727,54372763
543730,54373063
544146,54414622
544179,54417925
544180,54418025
544181,54418125
544182,54418225
544183,54418325
544184,54418425
544186,54418625
544218,54421825
544219,54421925
544297,54429725
544299,54429925
544301,54430125
544496,54449613
544497,54449705
544498,54449810
544499,54449911
544527,54452725
544538,54453825
544550,54455015
544570,54457025
544571,54457125
544581,54458111
544595,54459525
544596,54459625
544721,54472125
544728,54472825
544741,54474125
544742,54474225
544858,54485825
544859,54485925
548146,54814622
548174,54817425
548175,54817525
548176,54817625
548179,54817925
548180,54818025
548181,54818125
548183,54818325
548297,54829725
548299,54829925
548301,54830125
548496,54849619
548526,54852625
548527,54852725
548528,54852825
548531,54853125
548550,54855025
548553,54855324
548554,54855424
548595,54859511
548724,54872425
548739,54873925
548740,54874025
560168,56016801
560169,56016901
560170,56017001
560172,56017201
560173,56017301
560174,56017401
560176,56017601
560188,56018801
560189,56018901
560470,56047030
560474,56047492
560510,56051030
641080,64108011
650002,65000203
650006,65000603
650023,65002315
650085,65008515
650092,65009265
650096,65009605
650246,65024610
650260,65026002
650271,65027105
650272,65027211
650275,65027510
650303,65030315
650325,65032505
650332,65033208
650345,65034510
650355,65035503
650359,65035902
650395,65039515
650396,65039602
650397,65039702
650411,65041130
650416,65041622
650418,65041880
650419,65041918
650426,65042636
650429,65042915
650431,65043133
650454,65045407
650474,65047401
650481,65048101
650509,65050935
650518,65051801
650530,65053001
650543,65054301
650631,65063136
650638,65063825
650643,65064305
650644,65064435
650645,65064515
650647,65064705
650648,65064808
650652,65065201
650654,65065435
650656,65065605
650660,65066010
650665,65066505
650741,65074114
650795,65079515
650800,65080050
651431,65143101
651432,65143204
651433,65143302
651437,65143704
651502,65150210
651750,65175007
651795,65179504
654011,65401105
654013,65401301
654147,65414725
654273,65427325
654274,65427401
658063,65806301
658064,65806401
658150,65815001
658531,65853110
658533,65853302
659240,65924007
670117,67011701
670129,67012918
670949,67094915
672000,67200002
672001,67200105
672021,67202120
672035,67203520
672039,67203902
672056,67205624
672067,67206708
672086,67208601
674346,67434601
676089,67608901
676094,67609401
676095,67609501
676114,67611446
676274,67627418
676275,67627501
676283,67628301
676286,67628614
676296,67629601
676297,67629701
676426,67642606
677916,67791606
677917,67791706
677918,67791806
677919,67791912
677920,67792006
678100,67810012
678105,67810504
678106,67810604
678112,67811208
678114,67811412
678116,67811604
678124,67812406
678125,67812516
678127,67812708
678129,67812908
678131,67813108
678132,67813208
678136,67813610
678137,67813710
678138,67813840
678139,67813901
678141,67814101
678142,67814201
678143,67814301
678145,67814501
678148,67814801
678151,67815101
680508,68050860
680509,68050960
680510,68051030
680597,68059701
680599,68059901
690043,69004301
690058,69005801
690059,69005901
690106,69010601
690122,69012201
690135,69013501
690136,69013601
690137,69013703
690145,69014501
690151,69015111
690187,69018721
690188,69018821
690189,69018921
690193,69019301
690195,69019502
690196,69019602
690197,69019730
690206,69020602
690217,69021702
690220,69022002
690223,69022302
690227,69022701
690228,69022802
690231,69023101
690232,69023201
690238,69023801
690242,69024230
690244,69024430
690249,69024901
690291,69029101
690292,69029201
690293,69029310
690294,69029410
690296,69029630
690298,69029860
690305,69030501
690313,69031310
690314,69031410
690315,69031501
690336,69033621
690338,69033801
690342,69034201
690400,69040010
690468,69046856
690469,69046903
690471,69047103
690501,69050114
690502,69050230
690550,69055038
690770,69077038
690809,69080901
690830,69083038
690950,69095050
690970,69097065
690971,69097193
690980,69098038
690983,69098301
691001,69100101
691002,69100201
691011,69101102
691061,69106102
691109,69110902
691195,69119530
691198,69119830
691224,69122402
691305,69130510
691306,69130610
691307,69130710
691308,69130810
691309,69130904
691312,69131202
691415,69141502
691476,69147602
691509,69150902
691520,69152068
691530,69153041
691531,69153130
691540,69154041
691558,69155802
691802,69180202
691960,69196002
691965,69196502
691975,69197540
692150,69215030
692160,69216030
692170,69217030
692180,69218030
692190,69219030
692250,69225030
692260,69226030
692270,69227030
692299,69229930
692600,69260066
692650,69265041
692660,69266041
692670,69267066
692960,69296030
692970,69297030
692980,69298030
693030,69303020
693031,69303120
693032,69303220
693033,69303320
693034,69303420
693051,69305107
693060,69306030
693070,69307030
693080,69308030
693110,69311019
693120,69312019
693130,69313019
693140,69314019
693150,69315014
693220,69322066
693230,69323066
694004,69400405
694015,69401510
694026,69402625
694030,69403001
694031,69403101
694032,69403201
694033,69403301
694034,69403401
694037,69403701
694190,69419068
694200,69420030
694210,69421030
694220,69422030
694310,69431071
694370,69437071
694380,69438071
695410,69541066
695420,69542066
695471,69547102
695474,69547402
695800,69580043
695810,69581043
695820,69582043
696001,69600121
698140,69814020
698141,69814120
698730,69873030
710007,71000724
710155,71015510
710156,71015610
710157,71015723
710158,71015823
710220,71022023
710222,71022223
710223,71022323
710237,71023724
710350,71035060
710369,71036924
710401,71040124
710417,71041724
710418,71041813
710419,71041924
710513,71051324
710525,71052524
710527,71052723
710530,71053023
710532,71053223
710535,71053523
710737,71073720
710803,71080324
710805,71080524
710806,71080624
711012,71101268
711013,71101341
711014,71101441
711015,71101541
711016,71101641
711017,71101768
711018,71101868
711019,71101968
711020,71102001
711026,71102601
711027,71102701
711029,71102901
712012,71201223
712214,71221420
712418,71241823
713740,71374066
740038,74003801
740039,74003901
740067,74006702
740124,74012401
740243,74024302
740522,74052260
740554,74055401
740561,74056111
740566,74056607
740576,74057611
740579,74057928
740616,74061602
740817,74081702
741040,74104004
741052,74105205
741053,74105305
741539,74153903
741658,74165801
741940,74194063
742042,74204202
742108,74210803
742282,74228203
742306,74230630
742440,74244003
742540,74254001
742625,74262501
743012,74301207
743023,74302313
743054,74305413
743058,74305841
743093,74309301
743108,74310832
743109,74310932
743161,74316190
743162,74316290
743173,74317390
743189,74318990
743265,74326590
743274,74327490
743275,74327590
743278,74327813
743287,74328713
743289,74328913
743290,74329013
743333,74333330
743346,74334603
743399,74339930
743473,74347303
743641,74364103
743642,74364203
743663,74366303
743683,74368303
743727,74372719
743753,74375301
743779,74377903
743799,74379902
743826,74382611
743956,74395646
744339,74433901
744341,74434119
744378,74437805
744380,74438010
744382,74438220
744456,74445651
744552,74455211
744637,74463701
745182,74518211
746114,74611413
746212,74621213
746214,74621413
746215,74621513
746347,74634702
746594,74659419
746624,74662411
746799,74679922
747068,74706811
747069,74706911
747070,74707019
747126,74712611
747148,74714811
747149,74714919
747269,74726950
747804,74780413
749036,74903630
749037,74903730
749189,74918990
749296,74929619
749374,74937402
749642,74964290
749694,74969403
750620,75062040
750621,75062160
750622,75062280
750623,75062300
750624,75062430
750626,75062603
752912,75291201
752915,75291501
758003,75800301
758004,75800404
758013,75801310
758014,75801410
758016,75801610
758018,75801810
758020,75802010
758022,75802210
758025,75802510
758030,75803001
780109,78010901
780110,78011022
780180,78018001
780181,78018101
780182,78018201
780240,78024015
780241,78024115
780246,78024615
780248,78024815
780249,78024915
780274,78027422
780314,78031434
780315,78031534
780323,78032308
780324,78032408
780325,78032508
780326,78032608
780327,78032705
780331,78033184
780337,78033705
780343,78034345
780344,78034445
780345,78034542
780346,78034642
780351,78035105
780352,78035205
780354,78035405
780357,78035752
780358,78035834
780359,78035934
780360,78036034
780364,78036405
780365,78036542
780370,78037005
780371,78037105
780372,78037205
780379,78037905
780380,78038005
780381,78038105
780382,78038205
780383,78038334
780385,78038566
780386,78038666
780387,78038725
780393,78039361
780401,78040134
780405,78040505
780406,78040605
780407,78040705
780408,78040805
780409,78040905
780414,78041420
780415,78041520
780417,78041720
780422,78042220
780423,78042315
780424,78042405
780429,78042947
780430,78043005
780431,78043105
780432,78043205
780433,78043305
780434,78043405
780435,78043561
780439,78043905
780440,78044005
780441,78044105
780456,78045605
780457,78045705
780467,78046791
780468,78046815
780469,78046915
780470,78047015
780471,78047134
780472,78047234
780473,78047397
780488,78048815
780489,78048915
780490,78049015
780491,78049115
780493,78049305
780494,78049471
780501,78050115
780502,78050215
780503,78050315
780508,78050883
780509,78050905
780510,78051005
780511,78051105
780512,78051205
780517,78051716
780526,78052651
780527,78052705
780544,78054405
780545,78054505
780559,78055915
780560,78056015
780561,78056115
780562,78056215
780563,78056315
780566,78056651
780567,78056751
780568,78056845
780569,78056912
780592,78059251
780594,78059451
780607,78060715
780608,78060805
780609,78060905
780620,78062051
780626,78062651
780627,78062751
780628,78062851
780630,78063019
780633,78063320
780634,78063420
780635,78063520
780639,78063941
780640,78064070
780641,78064181
780642,78064281
780643,78064381
780649,78064930
780650,78065006
780651,78065106
780652,78065206
780654,78065415
780655,78065515
780656,78065615
780659,78065920
780666,78066615
780668,78066815
780669,78066913
780670,78067066
780671,78067119
780672,78067201
780673,78067301
780674,78067461
780675,78067515
780676,78067615
780681,78068166
780682,78068266
780683,78068306
780684,78068415
780685,78068515
780686,78068615
780687,78068715
780690,78069061
780694,78069448
780696,78069620
780698,78069819
780701,78070184
780708,78070802
780713,78071315
780715,78071502
780720,78072015
780727,78072715
780734,78073461
780741,78074181
780748,78074881
780777,78077720
780811,78081181
780818,78081881
780825,78082581
780827,78082761
780846,78084619
780860,78086001
780867,78086742
780874,78087463
780883,78088361
780909,78090961
780916,78091661
780923,78092361
780930,78093061
780937,78093791
780951,78095166
780958,78095819
780965,78096589
780972,78097261
780979,78097912
780986,78098615
850370,85037001
850492,85049201
850517,85051701
850575,85057502
850854,85085401
850924,85092401
850962,85096201
851132,85113204
851133,85113301
851136,85113602
851168,85116801
851177,85117705
851264,85126401
851288,85128801
851297,85129701
851316,85131601
851318,85131801
851322,85132201
851323,85132301
851328,85132801
851334,85133401
851341,85134101
851366,85136603
851370,85137001
851381,85138101
851417,85141702
851425,85142503
851430,85143003
851461,85146102
851519,85151903
852222,85222201
852223,85222301
853004,85300403
853149,85314901
854320,85432001
854324,85432402
854331,85433101
854333,85433301
854334,85433401
854347,85434701
854348,85434801
854349,85434901
854350,85435001
854351,85435101
854352,85435201
854353,85435301
854354,85435401
854355,85435501
854356,85435601
854610,85461001
857206,85720601
876060,87606005
876063,87606313
876064,87606413
876070,87607005
876071,87607111
876632,87663241
876671,87667117
876672,87667217
876673,87667317
876674,87667417
880576,88057641
882100,88210024
882102,88210224
882160,88216030
882161,88216130
882162,88216233
882219,88221900
882220,88222033
882500,88250033
882502,88250201
885020,88502005
885021,88502101
930010,93001005
930011,93001198
930012,93001298
930017,93001701
930018,93001805
930026,93002601
930027,93002701
930028,93002801
930029,93002901
930050,93005001
930051,93005101
930053,93005301
930054,93005401
930058,93005801
930064,93006456
930073,93007301
930074,93007401
930090,93009001
930109,93010901
930135,93013501
930150,93015001
930199,93019901
930262,93026215
930263,93026315
930264,93026415
930308,93030801
930311,93031101
930314,93031401
930318,93031801
930319,93031901
930320,93032001
930321,93032101
930350,93035001
930576,93057606
930670,93067005
930711,93071101
930752,93075201
930753,93075301
930755,93075501
930756,93075601
930757,93075701
930771,93077110
930778,93077801
930787,93078701
930807,93080701
930810,93081001
930811,93081101
930812,93081201
930813,93081301
930832,93083201
930924,93092401
930926,93092606
930928,93092806
930948,93094801
930983,93098301
931003,93100301
931005,93100501
931006,93100601
931010,93101042
931024,93102406
931025,93102506
931026,93102606
931060,93106001
931061,93106101
931062,93106201
931063,93106301
931077,93107701
931078,93107853
931087,93108701
931118,93111801
931122,93112201
931125,93112589
931135,93113556
931136,93113656
931138,93113856
931172,93117201
931174,93117401
931177,93117701
931712,93171201
931713,93171301
931714,93171401
931715,93171501
931716,93171601
931718,93171801
931720,93172001
931721,93172101
931723,93172301
931920,93192006
931921,93192106
932013,93201312
932014,93201412
932026,93202623
932027,93202723
932063,93206301
932064,93206406
932065,93206506
932067,93206701
932068,93206801
932069,93206901
932070,93207001
932133,93213356
932134,93213456
932140,93214062
932203,93220301
932204,93220401
932210,93221001
932238,93223801
932240,93224001
932263,93226301
932264,93226401
932267,93226701
932268,93226801
932270,93227034
932272,93227234
932274,93227434
932275,93227534
932277,93227773
932279,93227973
932748,93274865
933002,93300256
933008,93300893
933009,93300993
933010,93301001
933016,93301665
933017,93301756
933018,93301856
933019,93301956
933060,93306056
933061,93306156
933064,93306406
933066,93306634
933086,93308601
933087,93308701
933090,93309056
933092,93309256
933093,93309356
933094,93309456
933098,93309829
933099,93309956
933100,93310056
933107,93310701
933109,93310905
933122,93312242
933123,93312301
933125,93312501
933127,93312701
933129,93312901
933134,93313482
933145,93314501
933147,93314701
933160,93316006
933174,93317431
933196,93319601
933204,93320414
933212,93321201
933213,93321301
933219,93321915
933223,93322308
933225,93322555
933230,93323001
933231,93323101
933232,93323201
933241,93324101
933242,93324201
933243,93324356
933304,93330416
933334,93333406
933515,93351556
933517,93351756
933541,93354143
933542,93354256
933543,93354356
933544,93354456
933545,93354556
933546,93354656
933547,93354756
933548,93354856
933607,93360782
933608,93360882
933609,93360982
933630,93363020
933655,93365522
933656,93365640
933657,93365740
933658,93365840
933659,93365940
933727,93372755
934059,93405953
934067,93406701
934068,93406801
934069,93406901
934085,93408563
934125,93412573
934127,93412773
934136,93413664
934137,93413764
934145,93414556
934146,93414656
934147,93414756
934148,93414856
934150,93415079
934155,93415573
934160,93416073
934161,93416173
934175,93417573
934177,93417773
934235,93423501
934236,93423601
934237,93423701
934359,93435901
934404,93440401
934405,93440501
935002,93500256
935003,93500356
935004,93500456
935005,93500556
935006,93500656
935030,93503056
935031,93503156
935035,93503501
935036,93503601
935045,93504501
935046,93504601
935056,93505698
935057,93505798
935058,93505898
935059,93505998
935060,93506001
935061,93506101
935062,93506201
935150,93515001
935200,93520005
935206,93520601
935207,93520701
935208,93520801
935245,93524565
935246,93524665
935247,93524765
935248,93524865
935260,93526018
935261,93526129
935262,93526256
935263,93526356
935264,93526456
935268,93526801
935275,93527501
