ID,NDC
42658019,4265801901
42658021,4265802101
42658121,4265812101
42658122,4265812201
42658123,4265812301
42669009,4266900906
42669099,4266909901
42669100,4266910010
42669112,4266911208
42669206,4266920601
42669208,4266920801
42669209,4266920901
42669217,4266921710
42669218,4266921810
42669222,4266922201
42669231,4266923104
42669282,4266928201
42669283,4266928301
42673000,4267300001
42673001,4267300102
42673004,4267300402
42673005,4267300502
42673007,4267300701
42673008,4267300800
42673009,4267300901
426810001,4268100011
426810002,4268100021
426810003,4268100031
426810004,4268100041
426810006,4268100061
426810007,4268100071
426810008,4268100081
426810009,4268100091
426810010,4268100102
426810512,4268105125
426815002,4268150029
426815276,4268152769
426816412,4268164121
426816413,4268164131
426816414,4268164141
426816435,4268164351
426816512,4268165121
426816513,4268165131
426816514,4268165141
426816515,4268165151
426816573,4268165731
426816808,4268168081
426816809,4268168091
426816810,4268168101
426816892,4268168921
426816893,4268168931
426816894,4268168941
426816895,4268168951
426817048,4268170481
426817049,4268170491
426817075,4268170751
426817076,4268170761
426817077,4268170771
426817162,4268171621
426817353,4268173531
426817422,4268174221
426817423,4268174231
426817424,4268174241
426817425,4268174251
426819032,4268190322
426819033,4268190332
426819280,4268192803
426819281,4268192811
42689011,4268901101
42689012,4268901201
42689013,4268901301
42689014,4268901401
42702102,4270210215
42702103,4270210305
42702170,4270217015
42708002,4270800214
42708003,4270800330
42708004,4270800430
42708005,4270800530
42708006,4270800660
42708007,4270800730
42708008,4270800830
42708009,4270800960
42708010,4270801030
42708011,4270801120
42708012,4270801230
42708013,4270801330
42708014,4270801430
42708016,4270801630
42708017,4270801728
42708018,4270801830
42708019,4270801930
42708021,4270802130
42708022,4270802230
42708023,4270802330
42708024,4270802428
42708025,4270802530
42708026,4270802630
42708027,4270802730
42708028,4270802830
42708030,4270803020
42708031,4270803130
42708032,4270803230
42708033,4270803330
42708034,4270803430
42708035,4270803530
42708036,4270803630
42708037,4270803730
42708038,4270803830
42708039,4270803930
42708040,4270804060
42708041,4270804160
42708042,4270804230
42708043,4270804320
42708044,4270804405
42708045,4270804521
42708046,4270804610
42708047,4270804721
42708048,4270804860
42708051,4270805130
42708052,4270805230
42708053,4270805320
42708054,4270805430
42708055,4270805530
42708056,4270805660
42708057,4270805760
42708058,4270805812
42708059,4270805905
42708061,4270806160
42708066,4270806630
42708067,4270806728
42708068,4270806830
42708069,4270806930
42708070,4270807028
42708072,4270807260
42708073,4270807360
42708074,4270807424
42708076,4270807630
42708077,4270807730
42708078,4270807820
42708079,4270807930
42708080,4270808014
42708081,4270808120
42708082,4270808221
42708083,4270808330
42708086,4270808630
42708088,4270808814
42708091,4270809130
42708092,4270809230
42708093,4270809330
42708094,4270809430
42708095,4270809530
42708096,4270809630
42708097,4270809730
42708098,4270809814
42708100,4270810028
42708101,4270810130
42708102,4270810230
42708103,4270810312
42708104,4270810430
42708105,4270810510
42708107,4270810730
42708108,4270810830
42708109,4270810930
42708110,4270811060
42708112,4270811220
42708113,4270811330
42708114,4270811421
42708115,4270811521
42708117,4270811730
42708118,4270811830
42708119,4270811912
42708120,4270812060
42708121,4270812160
42708122,4270812207
42708123,4270812330
42708124,4270812430
42708125,4270812530
42708126,4270812630
42708127,4270812730
42731033,4273103302
42731062,4273106201
42731072,4273107201
42747235,4274723530
42747327,4274732730
42747602,4274760207
42747604,4274760407
42747726,4274772601
42747761,4274776101
427511073,4275110731
427511074,4275110741
427561030,4275610305
427561080,4275610805
427561100,4275611002
427561101,4275611013
427561102,4275611023
427561103,4275611033
427561104,4275611043
427561105,4275611053
427561106,4275611063
427561107,4275611073
427561108,4275611083
427561109,4275611093
427561110,4275611107
427561111,4275611117
427561112,4275611127
427561113,4275611137
427561114,4275611147
427561115,4275611157
427561116,4275611167
427710001,4277100011
427710002,4277100021
427710025,4277100251
427710036,4277100361
42783312,4278331210
42783323,4278332310
42792101,4279210108
42794003,4279400308
42794004,4279400402
42794007,4279400702
42794009,4279400908
42794010,4279401008
42794012,4279401208
42794018,4279401802
42794019,4279401902
42794020,4279402002
42794044,4279404410
42794045,4279404510
42794046,4279404610
42794051,4279405108
42794052,4279405208
42794080,4279408008
42794081,4279408108
42794083,4279408308
42794086,4279408614
42799105,4279910501
42799106,4279910601
42799110,4279911002
42799111,4279911101
42799112,4279911201
42799119,4279911901
42799120,4279912001
42799121,4279912101
42799123,4279912301
42799129,4279912901
42799130,4279913001
42799131,4279913101
42799132,4279913201
42799207,4279920701
42799208,4279920801
42799217,4279921701
42799405,4279940501
42799806,4279980601
42799812,4279981201
42799813,4279981301
42806005,4280600501
42806006,4280600601
42806007,4280600701
42806008,4280600801
42806009,4280600901
42806011,4280601101
42806012,4280601201
42806013,4280601396
42806014,4280601410
42806018,4280601801
42806019,4280601901
42806020,4280602001
42806021,4280602101
42806038,4280603801
42806039,4280603901
42806048,4280604801
42806050,4280605001
42806051,4280605101
42806052,4280605201
42806053,4280605301
42806054,4280605401
42806055,4280605505
42806056,4280605605
42806057,4280605705
42806058,4280605801
42806081,4280608101
42806082,4280608201
42806083,4280608301
42806084,4280608401
42806085,4280608501
42806086,4280608605
42806087,4280608701
42806088,4280608801
42806089,4280608901
42806094,4280609401
42806096,4280609601
42806097,4280609701
42806111,4280611101
42806112,4280611201
42806113,4280611301
42806114,4280611401
42806115,4280611501
42806116,4280611601
42806121,4280612101
42806122,4280612201
42806123,4280612301
42806143,4280614301
42806144,4280614401
42806147,4280614731
42806149,4280614932
42806150,4280615033
42806151,4280615134
42806159,4280615901
42806160,4280616001
42806161,4280616101
42806178,4280617815
42806213,4280621305
42806215,4280621501
42806221,4280622105
42806260,4280626005
42806263,4280626301
42806264,4280626401
42806296,4280629601
42806312,4280631201
42806313,4280631301
42806314,4280631401
42806315,4280631501
42806317,4280631701
42806318,4280631801
42806330,4280633001
42806331,4280633101
42806336,4280633601
42806337,4280633701
42806338,4280633801
42806339,4280633901
42806341,4280634101
42806343,4280634301
42806344,4280634401
42806345,4280634501
42806348,4280634805
42806349,4280634905
42806362,4280636201
42806400,4280640001
42806405,4280640560
42806406,4280640660
42806501,4280650101
42806502,4280650201
42806503,4280650301
42806509,4280650901
42806510,4280651001
42806511,4280651101
42806524,4280652401
42806547,4280654701
42806549,4280654909
42806648,4280664810
42806649,4280664910
42806714,4280671401
42806715,4280671501
42808103,4280810306
42808113,4280811306
42808202,4280820209
42808204,4280820428
428090002,4280900021
42821001,4282100101
42829401,4282940101
42829402,4282940230
42829405,4282940530
42829406,4282940630
42829408,4282940800
42847103,4284710303
42847106,4284710603
42847311,4284731108
42847850,4284785009
42851011,4285101140
42851012,4285101220
42851035,4285103581
42851036,4285103630
42851037,4285103730
42851038,4285103880
42851039,4285103980
42851053,4285105301
42851054,4285105421
42851057,4285105721
42851058,4285105821
42851059,4285105945
42851060,4285106015
42851061,4285106103
42851062,4285106203
42851063,4285106303
42851085,4285108530
42851086,4285108604
42851087,4285108760
42851089,4285108985
42851111,4285111160
42851162,4285116201
42851163,4285116301
42851166,4285116615
42851167,4285116715
42851168,4285116815
42851185,4285118579
42851187,4285118706
42851190,4285119056
42851193,4285119306
42858001,4285800101
42858002,4285800201
42858003,4285800301
42858004,4285800401
42858005,4285800501
42858011,4285801101
42858040,4285804001
42858055,4285805501
42858067,4285806701
42858102,4285810201
42858103,4285810301
42858104,4285810401
42858122,4285812201
42858134,4285813401
42858139,4285813901
42858200,4285820001
42858201,4285820101
42858202,4285820201
42858203,4285820301
42858215,4285821501
42858225,4285822501
42858234,4285823401
42858238,4285823801
42858301,4285830101
42858302,4285830201
42858303,4285830301
42858304,4285830416
42858325,4285832501
42858338,4285833801
42858353,4285835340
42858401,4285840145
42858402,4285840245
42858403,4285840345
42858404,4285840445
42858405,4285840545
42858406,4285840645
42858407,4285840745
42858410,4285841001
42858416,4285841616
42858454,4285845445
42858493,4285849340
42858501,4285850103
42858502,4285850203
42858515,4285851501
42858586,4285858640
42858610,4285861001
42858631,4285863101
42858660,4285866045
42858701,4285870101
42858702,4285870201
42858703,4285870303
42858705,4285870503
42858707,4285870703
42858720,4285872001
42858750,4285875040
42858760,4285876001
42858799,4285879901
42858801,4285880101
42858802,4285880201
42858803,4285880301
42858804,4285880401
42858805,4285880501
42858810,4285881017
42858811,4285881117
42858812,4285881212
42858839,4285883940
42858867,4285886706
42858868,4285886806
42858869,4285886906
42858900,4285890001
42858930,4285893001
42865304,4286530401
42865305,4286530501
42877003,4287700301
42884012,4288401252
42884309,4288430952
42884352,4288435252
42884365,4288436552
42884442,4288444252
42884456,4288445652
42884532,4288453252
42884854,4288485452
42887001,4288700101
428914148,4289141480
42893011,4289301100
42893013,4289301300
42903008,4290300850
42903010,4290301050
42913001,4291300100
42913006,4291300600
42913007,4291300700
42913008,4291300800
42913009,4291300900
42913010,4291301000
42913020,4291302000
42913025,4291302500
42913026,4291302600
42914001,4291400101
42914010,4291401001
42926160,4292616015
42926162,4292616215
42926163,4292616315
42926164,4292616415
42926165,4292616515
42926166,4292616615
42936585,4293658518
42937701,4293770110
42937702,4293770210
42937703,4293770310
42937704,4293770410
42937706,4293770610
42939124,4293912419
42939125,4293912501
42939127,4293912701
42939128,4293912801
42952101,4295210112
42952201,4295220112
42952203,4295220312
42953000,4295300000
42953001,4295300100
42953002,4295300200
42961300,4296130020
42961301,4296130120
42961333,4296133302
42961370,4296137009
42961401,4296140118
42979150,4297915001
42979160,4297916001
42979170,4297917001
42998501,4299850101
42998502,4299850203
42998503,4299850303
42998504,4299850403
42998505,4299850521
43063008,4306300830
43063013,4306301304
43063017,4306301706
43063019,4306301906
43063020,4306302012
43063021,4306302104
43063024,4306302402
43063030,4306303003
43063033,4306303330
43063036,4306303630
43063041,4306304130
43063045,4306304504
43063046,4306304603
43063048,4306304804
43063057,4306305706
43063060,4306306002
43063063,4306306314
43063064,4306306406
43063074,4306307430
43063077,4306307703
43063079,4306307930
43063080,4306308030
43063086,4306308606
43063089,4306308904
43063112,4306311204
43063121,4306312130
43063125,4306312593
43063126,4306312660
43063129,4306312930
43063143,4306314330
43063162,4306316230
43063172,4306317201
43063176,4306317614
43063180,4306318006
43063182,4306318215
43063190,4306319001
43063197,4306319730
43063202,4306320230
43063203,4306320330
43063212,4306321214
43063225,4306322514
43063236,4306323605
43063238,4306323830
43063239,4306323910
43063248,4306324830
43063254,4306325430
43063256,4306325606
43063257,4306325730
43063259,4306325930
43063260,4306326030
43063262,4306326230
43063264,4306326401
43063266,4306326607
43063273,4306327304
43063284,4306328430
43063295,4306329530
43063313,4306331330
43063321,4306332160
43063326,4306332610
43063328,4306332812
43063337,4306333730
43063340,4306334001
43063341,4306334104
43063344,4306334404
43063345,4306334530
43063347,4306334730
43063348,4306334801
43063352,4306335206
43063353,4306335306
43063364,4306336406
43063367,4306336706
43063368,4306336806
43063370,4306337005
43063371,4306337130
43063373,4306337330
43063376,4306337601
43063377,4306337702
43063381,4306338121
43063383,4306338306
43063385,4306338501
43063387,4306338790
43063388,4306338890
43063392,4306339290
43063393,4306339314
43063394,4306339404
43063395,4306339514
43063396,4306339607
43063400,4306340002
43063401,4306340106
43063405,4306340501
43063406,4306340601
43063407,4306340714
43063410,4306341006
43063424,4306342430
43063427,4306342701
43063430,4306343030
43063433,4306343301
43063435,4306343512
43063437,4306343707
43063438,4306343805
43063439,4306343930
43063442,4306344201
43063443,4306344330
43063444,4306344430
43063447,4306344704
43063451,4306345190
43063453,4306345330
43063455,4306345515
43063457,4306345702
43063458,4306345830
43063459,4306345905
43063463,4306346330
43063467,4306346710
43063468,4306346830
43063473,4306347320
43063474,4306347430
43063477,4306347714
43063479,4306347930
43063480,4306348030
43063481,4306348105
43063482,4306348230
43063483,4306348330
43063487,4306348790
43063491,4306349130
43063492,4306349230
43063493,4306349330
43063494,4306349401
43063496,4306349630
43063497,4306349704
43063499,4306349960
43063505,4306350530
43063510,4306351007
43063516,4306351601
43063518,4306351806
43063519,4306351930
43063520,4306352014
43063521,4306352130
43063522,4306352207
43063527,4306352714
43063529,4306352902
43063530,4306353014
43063532,4306353207
43063533,4306353330
43063536,4306353604
43063537,4306353779
43063540,4306354002
43063541,4306354114
43063544,4306354430
43063547,4306354701
43063548,4306354814
43063549,4306354990
43063550,4306355010
43063553,4306355310
43063557,4306355704
43063560,4306356002
43063561,4306356130
43063562,4306356230
43063563,4306356306
43063564,4306356430
43063565,4306356514
43063569,4306356930
43063570,4306357021
43063571,4306357190
43063573,4306357315
43063574,4306357404
43063576,4306357628
43063577,4306357730
43063578,4306357820
43063582,4306358210
43063584,4306358420
43063587,4306358730
43063589,4306358910
43063592,4306359204
43063594,4306359415
43063595,4306359520
43063596,4306359607
43063600,4306360006
43063604,4306360420
43063605,4306360530
43063609,4306360930
43063611,4306361190
43063612,4306361230
43063614,4306361440
43063616,4306361606
43063617,4306361760
43063618,4306361830
43063622,4306362240
43063623,4306362320
43063624,4306362430
43063627,4306362728
43063629,4306362928
43063630,4306363030
43063633,4306363390
43063634,4306363440
43063637,4306363710
43063638,4306363803
43063639,4306363901
43063642,4306364202
43063645,4306364510
43063646,4306364607
43063647,4306364730
43063650,4306365006
43063652,4306365202
43063654,4306365430
43063656,4306365620
43063657,4306365720
43063659,4306365990
43063661,4306366130
43063663,4306366330
43063664,4306366430
43063668,4306366830
43063669,4306366910
43063670,4306367030
43063671,4306367130
43063674,4306367401
43063675,4306367528
43063676,4306367610
43063677,4306367730
43063678,4306367840
43063679,4306367930
43063680,4306368040
43063683,4306368330
43063692,4306369290
43063695,4306369520
43063696,4306369630
43063697,4306369790
43063698,4306369830
43063699,4306369990
43063700,4306370002
43063702,4306370221
43063703,4306370305
43063704,4306370406
43063706,4306370630
43063707,4306370702
43063708,4306370802
43063711,4306371112
43063712,4306371221
43063713,4306371302
43063715,4306371502
43063716,4306371601
43063717,4306371730
43063718,4306371804
43063719,4306371906
43063721,4306372114
43063722,4306372230
43063725,4306372530
43063726,4306372630
43063727,4306372730
43063728,4306372802
43063729,4306372907
43063730,4306373010
43063733,4306373330
43063734,4306373407
43063735,4306373515
43063736,4306373614
43063738,4306373804
43063739,4306373990
43063740,4306374001
43063741,4306374160
43063742,4306374206
43063743,4306374314
43063744,4306374430
43063745,4306374560
43063746,4306374612
43063747,4306374701
43063748,4306374830
43063751,4306375130
43063752,4306375214
43063754,4306375430
43063755,4306375501
43063756,4306375630
43063757,4306375730
43063758,4306375830
43063759,4306375928
43063760,4306376030
43063761,4306376101
43063762,4306376230
43063764,4306376430
43063765,4306376530
43063767,4306376720
43063769,4306376901
43063770,4306377006
43063771,4306377106
43063772,4306377270
43063773,4306377315
43063774,4306377430
43063777,4306377720
43063778,4306377810
43063779,4306377930
43063780,4306378015
43063783,4306378310
43063785,4306378590
43063786,4306378614
43063788,4306378830
43063789,4306378920
43063790,4306379090
43063791,4306379130
43063792,4306379206
43063793,4306379320
43063794,4306379430
43063795,4306379530
43063796,4306379605
43063797,4306379730
43063798,4306379801
43063799,4306379901
43063800,4306380030
43063801,4306380160
43063802,4306380230
43063804,4306380401
43063805,4306380501
43063806,4306380621
43063807,4306380730
43063808,4306380830
43063810,4306381001
43063811,4306381101
43063812,4306381201
43063813,4306381301
43063814,4306381401
43063815,4306381501
43063817,4306381708
43063820,4306382004
43063821,4306382130
43063822,4306382230
43063823,4306382320
43063824,4306382414
43063825,4306382510
43063826,4306382605
43063828,4306382840
43063829,4306382901
43063831,4306383130
43063832,4306383201
43063833,4306383360
43063834,4306383460
43063835,4306383530
43063836,4306383630
43063839,4306383930
43063840,4306384030
43063841,4306384130
43063843,4306384306
43063845,4306384501
43063846,4306384630
43063847,4306384710
43063848,4306384821
43063849,4306384921
43063850,4306385030
43063851,4306385101
43063854,4306385460
43063855,4306385530
43063856,4306385620
43063857,4306385702
43063858,4306385801
43063859,4306385940
43063861,4306386114
43063862,4306386290
43063863,4306386328
43063864,4306386430
43063865,4306386530
43063866,4306386610
43063867,4306386701
43063868,4306386812
43063869,4306386906
43063870,4306387002
43063871,4306387101
43063872,4306387206
43063873,4306387330
43063874,4306387401
43063875,4306387501
43063876,4306387601
43063877,4306387790
43063878,4306387890
43063879,4306387920
43063880,4306388030
43063881,4306388130
43063882,4306388230
43063884,4306388430
43063885,4306388520
43063886,4306388620
43063887,4306388704
43063889,4306388930
43063891,4306389102
43063892,4306389214
43063893,4306389306
43063894,4306389430
43063895,4306389530
43063897,4306389730
43063898,4306389820
43063899,4306389910
43063900,4306390006
43063901,4306390101
43063902,4306390230
43063903,4306390320
43063904,4306390410
43063905,4306390514
43063906,4306390620
43063908,4306390830
43063910,4306391015
43063911,4306391121
43063912,4306391210
43063913,4306391330
43063914,4306391430
43063915,4306391530
43063916,4306391660
43063917,4306391715
43063918,4306391860
43063919,4306391960
43063920,4306392004
43063921,4306392160
43063923,4306392306
43063924,4306392490
43063925,4306392530
43063927,4306392701
43063928,4306392815
43063929,4306392920
43063930,4306393020
43063931,4306393130
43063932,4306393230
43063933,4306393301
43063934,4306393401
43063935,4306393501
43063936,4306393630
43063937,4306393720
43063938,4306393830
43063939,4306393930
43063940,4306394010
43063941,4306394115
43063942,4306394214
43063943,4306394330
43063945,4306394590
43063946,4306394693
43063947,4306394730
43063948,4306394890
43063949,4306394930
43063950,4306395090
43063951,4306395130
43063952,4306395290
43063953,4306395330
43063954,4306395430
43063955,4306395590
43063956,4306395690
43063957,4306395704
43063958,4306395801
43063959,4306395920
43063960,4306396001
43063961,4306396101
43063962,4306396201
43063963,4306396301
43063964,4306396414
43063966,4306396630
43063967,4306396730
43063968,4306396821
43063969,4306396915
43063970,4306397004
43063972,4306397220
43063973,4306397330
43063974,4306397490
43063975,4306397520
43063976,4306397630
43063977,4306397701
43063978,4306397801
43063979,4306397901
43063980,4306398001
43063981,4306398106
43063982,4306398210
43063983,4306398330
43063984,4306398430
43063985,4306398502
43063986,4306398630
43063987,4306398720
43063988,4306398820
43063989,4306398990
43063992,4306399215
43063993,4306399330
43063994,4306399430
43063995,4306399540
43063996,4306399602
43063997,4306399730
43063998,4306399830
43063999,4306399906
43066001,4306600101
43066006,4306600601
43066007,4306600710
43066010,4306601001
43066013,4306601310
43066014,4306601401
43066018,4306601801
43066150,4306615010
43066360,4306636020
43066555,4306655524
43066557,4306655712
43068101,4306810102
43068102,4306810202
43068104,4306810402
43068106,4306810602
43068108,4306810802
43068110,4306811002
43068112,4306811202
43068113,4306811304
43068220,4306822001
43068901,4306890114
43068902,4306890214
43068903,4306890308
43071100,4307110001
43071110,4307111001
43071120,4307112001
43097457,4309745710
43097657,4309765710
43115101,4311510175
43115102,4311510275
43115123,4311512301
43128001,4312800108
43128002,4312800201
43128005,4312800535
43128028,4312802830
43128029,4312802930
43128031,4312803130
43128032,4312803230
43128033,4312803330
43128034,4312803430
43128035,4312803502
43128050,4312805001
43128101,4312810105
43128102,4312810205
43128105,4312810515
43128114,4312811403
43128118,4312811804
43128128,4312812803
43136100,4313610001
43136101,4313610101
43136102,4313610201
43136103,4313610301
43136104,4313610401
43136105,4313610501
43136801,4313680101
43136901,4313690101
43136902,4313690201
43136903,4313690301
43199011,4319901101
43199012,4319901201
43199013,4319901301
43199014,4319901401
43199020,4319902001
43199037,4319903701
43199038,4319903801
43199039,4319903901
43203852,4320385247
43208001,4320800101
43219001,4321900117
43219002,4321900210
43219005,4321900550
43219008,4321900803
43219010,4321901045
43219018,4321901830
43219020,4321902015
43219052,4321905205
432510857,4325108571
432510864,4325108641
432510871,4325108711
432512241,4325122411
432512281,4325122811
432513345,4325133451
432513361,4325133611
433050000,4330500002
43347158,4334715801
43347189,4334718901
43353001,4335300119
43353004,4335300418
43353007,4335300745
43353008,4335300818
43353009,4335300930
43353010,4335301040
43353011,4335301115
43353013,4335301330
43353018,4335301830
43353019,4335301930
43353021,4335302130
43353023,4335302311
43353025,4335302530
43353027,4335302730
43353028,4335302830
43353029,4335302930
43353030,4335303030
43353033,4335303330
43353034,4335303409
43353038,4335303830
43353041,4335304153
43353044,4335304404
43353051,4335305109
43353053,4335305330
43353054,4335305430
43353059,4335305917
43353060,4335306053
43353064,4335306430
43353066,4335306617
43353067,4335306783
43353069,4335306930
43353070,4335307012
43353075,4335307530
43353081,4335308160
43353082,4335308260
43353083,4335308330
43353084,4335308460
43353085,4335308553
43353088,4335308860
43353091,4335309130
43353094,4335309430
43353095,4335309560
43353096,4335309680
43353097,4335309730
43353098,4335309860
43353101,4335310130
43353102,4335310230
43353105,4335310583
43353106,4335310683
43353107,4335310753
43353112,4335311215
43353113,4335311345
43353114,4335311480
43353120,4335312045
43353123,4335312392
43353124,4335312405
43353127,4335312730
43353128,4335312860
43353138,4335313809
43353139,4335313960
43353140,4335314015
43353141,4335314160
43353147,4335314715
43353148,4335314815
43353152,4335315230
43353162,4335316253
43353163,4335316330
43353164,4335316430
43353165,4335316518
43353167,4335316709
43353170,4335317018
43353172,4335317283
43353180,4335318079
43353181,4335318145
43353182,4335318215
43353184,4335318415
43353185,4335318530
43353186,4335318660
43353189,4335318983
43353190,4335319070
43353199,4335319930
43353200,4335320030
43353201,4335320170
43353202,4335320260
43353205,4335320505
43353207,4335320745
43353208,4335320815
43353211,4335321153
43353216,4335321660
43353218,4335321853
43353219,4335321903
43353220,4335322030
43353221,4335322130
43353222,4335322230
43353223,4335322330
43353233,4335323379
43353234,4335323453
43353238,4335323803
43353239,4335323960
43353240,4335324045
43353242,4335324210
43353243,4335324310
43353251,4335325115
43353253,4335325360
43353255,4335325515
43353257,4335325730
43353258,4335325809
43353259,4335325930
43353260,4335326015
43353263,4335326353
43353264,4335326453
43353265,4335326509
43353266,4335326609
43353267,4335326709
43353268,4335326879
43353270,4335327060
43353271,4335327130
43353272,4335327230
43353274,4335327453
43353276,4335327615
43353278,4335327815
43353279,4335327953
43353281,4335328130
43353282,4335328230
43353284,4335328430
43353285,4335328530
43353288,4335328809
43353292,4335329251
43353294,4335329453
43353296,4335329660
43353297,4335329730
43353298,4335329830
43353301,4335330130
43353305,4335330560
43353306,4335330630
43353307,4335330780
43353308,4335330855
43353312,4335331215
43353314,4335331460
43353315,4335331516
43353316,4335331609
43353317,4335331709
43353321,4335332115
43353322,4335332216
43353325,4335332504
43353326,4335332630
43353327,4335332709
43353329,4335332909
43353331,4335333109
43353332,4335333215
43353339,4335333919
43353341,4335334130
43353342,4335334209
43353343,4335334330
43353345,4335334510
43353346,4335334630
43353352,4335335215
43353367,4335336730
43353369,4335336953
43353378,4335337815
43353379,4335337960
43353389,4335338960
43353391,4335339160
43353393,4335339360
43353412,4335341215
43353413,4335341353
43353414,4335341430
43353432,4335343215
43353445,4335344560
43353447,4335344715
43353451,4335345130
43353495,4335349553
43353535,4335353515
43353536,4335353615
43353544,4335354415
43353547,4335354753
43353554,4335355415
43353563,4335356380
43353575,4335357553
43353580,4335358030
43353594,4335359430
43353599,4335359960
43353600,4335360030
43353616,4335361630
43353637,4335363730
43353643,4335364360
43353646,4335364690
43353656,4335365653
43353657,4335365760
43353659,4335365960
43353662,4335366216
43353664,4335366415
43353675,4335367553
43353684,4335368415
43353691,4335369130
43353695,4335369560
43353696,4335369660
43353697,4335369730
43353699,4335369930
43353707,4335370709
43353713,4335371315
43353717,4335371709
43353719,4335371915
43353720,4335372015
43353727,4335372730
43353739,4335373960
43353740,4335374060
43353747,4335374730
43353749,4335374953
43353750,4335375016
43353752,4335375253
43353753,4335375330
43353764,4335376402
43353778,4335377815
43353793,4335379330
43353798,4335379817
43353809,4335380915
43353815,4335381515
43353817,4335381715
43353821,4335382115
43353825,4335382530
43353826,4335382615
43353827,4335382715
43353829,4335382960
43353832,4335383209
43353834,4335383430
43353836,4335383609
43353837,4335383753
43353838,4335383830
43353840,4335384053
43353845,4335384515
43353854,4335385409
43353856,4335385615
43353857,4335385702
43353858,4335385815
43353861,4335386109
43353862,4335386260
43353863,4335386330
43353864,4335386460
43353872,4335387245
43353874,4335387430
43353876,4335387653
43353880,4335388083
43353883,4335388383
43353884,4335388479
43353890,4335389009
43353892,4335389209
43353893,4335389316
43353898,4335389819
43353899,4335389905
43353904,4335390409
43353914,4335391416
43353916,4335391609
43353917,4335391705
43353918,4335391853
43353921,4335392116
43353925,4335392530
43353931,4335393109
43353942,4335394230
43353943,4335394330
43353944,4335394453
43353945,4335394516
43353946,4335394609
43353948,4335394830
43353949,4335394953
43353951,4335395109
43353953,4335395353
43353955,4335395518
43353957,4335395718
43353958,4335395830
43353959,4335395915
43353960,4335396030
43353961,4335396160
43353962,4335396215
43353963,4335396315
43353964,4335396445
43353965,4335396530
43353966,4335396645
43353967,4335396760
43353969,4335396953
43353970,4335397030
43353971,4335397130
43353973,4335397315
43353974,4335397430
43353975,4335397530
43353978,4335397892
43353979,4335397960
43353980,4335398030
43353981,4335398115
43353982,4335398230
43353984,4335398405
43353985,4335398509
43353986,4335398660
43353987,4335398730
43353988,4335398815
43353989,4335398930
43353990,4335399060
43353991,4335399160
43353992,4335399260
43353993,4335399330
43353994,4335399415
43353995,4335399545
43353996,4335399605
43353997,4335399709
43353998,4335399809
43353999,4335399909
43374457,4337445710
43374876,4337487610
43386026,4338602602
43386028,4338602860
43386038,4338603860
43386050,4338605019
43386060,4338606019
43386069,4338606960
43386071,4338607183
43386080,4338608003
43386081,4338608103
43386082,4338608203
43386083,4338608303
43386088,4338608803
43386089,4338608903
43386090,4338609019
43386095,4338609560
43386096,4338609660
43386118,4338611801
43386140,4338614001
43386160,4338616006
43386161,4338616101
43386168,4338616801
43386169,4338616901
43386194,4338619430
43386312,4338631207
43386330,4338633001
43386351,4338635101
43386352,4338635201
43386353,4338635301
43386356,4338635601
43386357,4338635701
43386358,4338635801
43386360,4338636021
43386430,4338643001
43386431,4338643101
43386432,4338643201
43386433,4338643301
43386434,4338643401
43386450,4338645011
43386470,4338647060
43386471,4338647161
43386480,4338648024
43386490,4338649001
43386491,4338649101
43386492,4338649201
43386493,4338649301
43386500,4338650011
43386530,4338653001
43386540,4338654001
43386541,4338654101
43386542,4338654201
43386543,4338654301
43386544,4338654401
43386550,4338655004
43386551,4338655102
43386570,4338657001
43386571,4338657101
43386572,4338657201
43386573,4338657301
43386574,4338657401
43386575,4338657501
43386580,4338658031
43386581,4338658131
43386622,4338662230
43386660,4338666003
43386680,4338668001
43386710,4338671003
43386711,4338671103
43386712,4338671203
43386761,4338676130
43386762,4338676230
43386770,4338677001
43386771,4338677101
43386790,4338679001
43386791,4338679101
43386792,4338679202
43386794,4338679401
43386860,4338686001
43386861,4338686101
43386862,4338686201
43386870,4338687001
43386871,4338687101
43386915,4338691501
43386917,4338691701
43386920,4338692060
43386930,4338693005
43386931,4338693105
43386980,4338698001
43386999,4338699901
43393001,4339300106
43405007,4340500701
43405008,4340500801
43405009,4340500901
43405010,4340501001
43405100,4340510001
434060001,4340600011
434060002,4340600021
434060003,4340600031
434060052,4340600521
434060057,4340600571
434060058,4340600581
434060059,4340600591
434060093,4340600931
434060094,4340600941
434060102,4340601021
434060111,4340601111
434060124,4340601241
434060128,4340601281
434060159,4340601591
434060161,4340601611
434060168,4340601681
434060169,4340601691
434060216,4340602161
434060217,4340602171
434060223,4340602231
434060257,4340602571
434060306,4340603061
434060311,4340603111
434060318,4340603181
434060319,4340603191
434060324,4340603241
434060411,4340604111
434060423,4340604231
434060461,4340604611
434060587,4340605871
434060588,4340605881
434060592,4340605922
434060593,4340605931
434060610,4340606101
434060611,4340606111
434060612,4340606121
434060613,4340606131
434060616,4340606161
434060622,4340606221
434060625,4340606251
434060628,4340606281
434060631,4340606312
434060635,4340606351
434060637,4340606371
434060641,4340606411
434060661,4340606611
434060664,4340606644
434060670,4340606702
434060672,4340606721
434060696,4340606961
434060697,4340606971
43419005,4341900508
43419006,4341900608
43419029,4341902924
43419030,4341903024
43419051,4341905131
